pipeline.Nm_per_symbol,ser,snr_db,num_runs
200.0,0.36,0.25319791361028127,2
500.0,0.15,2.0559414533714477,2
1000.0,0.02,6.9967282374251285,2
2000.0,0.0,21.535799587518316,2
5000.0,0.0,93.22100640080038,2
10000.0,0.0,193.24627258119838,2
20000.0,0.0,239.34687814979708,2
50000.0,0.0,253.5359126719291,2
100000.0,0.0,257.1451116492362,2
