nm,ser,snr,ci,ci_low,ci_high,n_err,n_sym,min_measurable_ser,snr_db
200.0,0.3555333333333333,0.22765666387620945,0.005434794809453747,0.3501355313037357,0.36096812814278706,10666,30000,0.00016666666666666666,-6.427196326726893
500.0,0.2108,1.4495090199423255,0.004652353937708603,0.20622169990586134,0.2154523539377086,6324,30000,0.00016666666666666666,1.6122092220842972
1000.0,0.10613333333333333,5.763568260450982,0.0035359461150957366,0.10269824247591654,0.10966927944842907,3184,30000,0.00016666666666666666,7.606914410652131
2000.0,0.0308,22.570841869772774,0.002015972775151101,0.028904172672300582,0.0328159727751511,924,30000,0.00016666666666666666,13.535477581286301
5000.0,0.0004,134.42210854191012,0.0002990902253811359,0.0002288395818372374,0.0006990902253811359,12,30000,0.00016666666666666666,21.284707034508216
10000.0,0.0,499.54527274508484,0.00012803223300477724,1.3552527156068805e-20,0.00012803223300477724,0,30000,0.00016666666666666666,26.985748535477757
20000.0,0.0,1790.0847795077843,0.00012803223300477724,1.3552527156068805e-20,0.00012803223300477724,0,30000,0.00016666666666666666,32.52873599918722
50000.0,0.0,7923.64522791935,0.00012803223300477724,1.3552527156068805e-20,0.00012803223300477724,0,30000,0.00016666666666666666,38.989250222670414
100000.0,0.0,20888.743311721435,0.00012803223300477724,1.3552527156068805e-20,0.00012803223300477724,0,30000,0.00016666666666666666,43.19912313163571
