pipeline.Nm_per_symbol,ser,snr_db,num_runs
200.0,0.675,0.22803380288375025,2
500.0,0.47,1.1168629209869176,2
1000.0,0.355,3.9080848203396163,2
2000.0,0.175,5.3336089802481705,2
5000.0,0.045,7.277760768032286,2
10000.0,0.0,7.150671116720961,2
20000.0,0.0,7.514645521962733,2
50000.0,0.0,7.462822093966165,2
100000.0,0.0,7.486789729217534,2
