pipeline.Nm_per_symbol,ser,snr_db,num_runs
200.0,0.64,0.20338268224759187,2
500.0,0.555,1.9955048987818678,2
1000.0,0.58,3.2918602542153232,2
2000.0,0.555,5.502411745524899,2
5000.0,0.54,7.217600942212522,2
10000.0,0.54,7.424015400845823,2
20000.0,0.54,7.463673026031008,2
50000.0,0.54,7.51445154280068,2
100000.0,0.54,7.527306991948445,2
